City,Environment,Container,Percentage,Day,Cases,caseslow95,casesup95,Household,HH_low95,HH_up95,Non_Household,NH_low95,NH_up95,pweeks_cases,pwk_low95,pwk_up95,weeks_cases,wk_low95,wk_up95,pweeks_HHcases,pwk_HHlow95,pwk_HHup95,weeks_HHcases,wk_HHlow95,wk_HHup95,pweeks_NHcases,pwk_NHlow95,pwk_NHup95,weeks_NHcases,wk_NHlow95,wk_NHup95
Ukunda,Household,big,100,50,1.122e3,580.0,1.958e3,313.0,154.8,584.0,759.0,346.0,1.403e3,0.780952380952381,0.5142857142857142,0.9523809523809523,82.0,54.0,100.0,0.6666666666666666,0.3619047619047619,0.8380952380952381,70.0,38.0,88.0,0.7428571428571429,0.47619047619047616,0.8761904761904762,78.0,50.0,92.0
Kisumu,Household,big,100,100,464.0,293.8,783.5,175.5,101.75,298.0,261.0,151.0,484.8,0.5142857142857142,0.3523809523809524,0.7619047619047619,54.0,37.0,80.0,0.4095238095238095,0.26666666666666666,0.6666666666666666,43.0,28.0,70.0,0.44761904761904764,0.3238095238095238,0.7238095238095238,47.0,34.0,76.0
Ukunda,Household,big,100,100,1.575e3,891.5,2.484e3,498.5,272.2,823.0,1.027e3,524.5,1.699e3,0.8,0.6285714285714286,0.9333333333333333,84.0,66.0,98.0,0.7047619047619048,0.49523809523809526,0.8285714285714286,74.0,52.0,87.0,0.7619047619047619,0.580952380952381,0.8857142857142857,80.0,61.0,93.0
Kisumu,Household,big,100,250,576.5,326.5,1.0115e3,229.5,122.75,416.2,315.0,156.0,612.0,0.6571428571428571,0.4380952380952381,0.8666666666666667,69.0,46.0,91.0,0.5333333333333333,0.3523809523809524,0.7714285714285715,56.0,37.0,81.0,0.6190476190476191,0.3619047619047619,0.819047619047619,65.0,38.0,86.0
Ukunda,Household,big,100,250,2.662e3,1.762e3,3.714e3,1.03e3,642.0,1.475e3,1.578e3,987.0,2.308e3,0.8666666666666667,0.780952380952381,0.9714285714285714,91.0,82.0,102.0,0.7714285714285715,0.6761904761904762,0.8761904761904762,81.0,71.0,92.0,0.8285714285714286,0.7428571428571429,0.9523809523809523,87.0,78.0,100.0
Kisumu,Household,small,25,1,609.5,307.5,1.215e3,233.0,114.0,516.0,320.5,142.0,704.0,0.780952380952381,0.42857142857142855,1.0,82.0,45.0,105.0,0.6761904761904762,0.3333333333333333,1.0,71.0,35.0,105.0,0.7047619047619048,0.3333333333333333,1.0,74.0,35.0,105.0
Ukunda,Household,small,25,1,3.724e3,2.432e3,5.24e3,1.606e3,995.0,2.364e3,2.052e3,1.293e3,2.978e3,1.0,0.9047619047619048,1.0,105.0,95.0,105.0,0.9333333333333333,0.8380952380952381,1.0,98.0,88.0,105.0,0.9619047619047619,0.8571428571428571,0.9904761904761905,101.0,90.0,104.0
Kisumu,Household,small,25,50,674.0,338.8,1.317e3,262.5,122.0,549.5,366.0,163.0,775.0,0.8285714285714286,0.47619047619047616,1.0,87.0,50.0,105.0,0.7238095238095238,0.3619047619047619,1.0,76.0,38.0,105.0,0.7428571428571429,0.37142857142857144,1.0,78.0,39.0,105.0
Ukunda,Household,small,25,50,3.81e3,2.608e3,5.19e3,1.632e3,1.066e3,2.334e3,2.102e3,1.372e3,2.958e3,1.0,0.8952380952380953,1.0,105.0,94.0,105.0,0.9333333333333333,0.8380952380952381,1.0,98.0,88.0,105.0,0.9619047619047619,0.8380952380952381,0.9904761904761905,101.0,88.0,104.0
Kisumu,Household,small,25,100,625.5,320.2,1.242e3,244.5,117.0,533.0,338.0,150.2,722.5,0.7904761904761904,0.44761904761904764,1.0,83.0,47.0,105.0,0.7142857142857143,0.34285714285714286,1.0,75.0,36.0,105.0,0.7142857142857143,0.3523809523809524,1.0,75.0,37.0,105.0
Ukunda,Household,small,25,100,3.796e3,2.586e3,5.212e3,1.634e3,1.062e3,2.332e3,2.088e3,1.356e3,2.966e3,0.9904761904761905,0.8952380952380953,1.0,104.0,94.0,105.0,0.9238095238095239,0.8380952380952381,1.0,97.0,88.0,105.0,0.9523809523809523,0.8380952380952381,0.9904761904761905,100.0,88.0,104.0
Kisumu,Household,small,25,250,625.0,324.2,1.274e3,246.5,118.0,540.0,329.5,151.8,738.0,0.7523809523809524,0.4380952380952381,1.0,79.0,46.0,105.0,0.6857142857142857,0.3619047619047619,1.0,72.0,38.0,105.0,0.6952380952380952,0.34285714285714286,1.0,73.0,36.0,105.0
Ukunda,Household,small,25,250,3.724e3,2.454e3,5.264e3,1.613e3,1.01e3,2.35e3,2.056e3,1.275e3,2.976e3,0.9904761904761905,0.8952380952380953,1.0,104.0,94.0,105.0,0.9333333333333333,0.8476190476190476,1.0,98.0,89.0,105.0,0.9619047619047619,0.8380952380952381,0.9904761904761905,101.0,88.0,104.0
Kisumu,Household,small,50,1,527.5,289.5,1.044e3,200.0,97.75,425.5,280.5,141.0,615.0,0.6952380952380952,0.4095238095238095,1.0,73.0,43.0,105.0,0.6,0.3238095238095238,0.9809523809523809,63.0,34.0,103.0,0.6285714285714286,0.3333333333333333,0.9809523809523809,66.0,35.0,103.0
Ukunda,Household,small,50,1,3.744e3,2.47e3,5.19e3,1.582e3,986.0,2.3e3,2.076e3,1.304e3,3.0e3,1.0,0.8952380952380953,1.0,105.0,94.0,105.0,0.9428571428571428,0.8380952380952381,1.0,99.0,88.0,105.0,0.9619047619047619,0.8380952380952381,0.9904761904761905,101.0,88.0,104.0
Kisumu,Household,small,50,50,508.0,287.8,1.042e3,195.0,108.75,418.5,277.5,140.0,614.0,0.6285714285714286,0.3904761904761905,1.0,66.0,41.0,105.0,0.49523809523809526,0.3047619047619048,0.9238095238095239,52.0,32.0,97.0,0.5333333333333333,0.3238095238095238,0.9714285714285714,56.0,34.0,102.0
Ukunda,Household,small,50,50,3.668e3,2.46e3,5.08e3,1.566e3,998.0,2.268e3,2.028e3,1.302e3,2.916e3,1.0,0.8952380952380953,1.0,105.0,94.0,105.0,0.9238095238095239,0.8380952380952381,1.0,97.0,88.0,105.0,0.9523809523809523,0.8380952380952381,0.9904761904761905,100.0,88.0,104.0
Kisumu,Household,small,50,100,582.5,318.8,1.124e3,228.0,113.0,470.5,305.5,151.8,666.0,0.7142857142857143,0.41904761904761906,1.0,75.0,44.0,105.0,0.638095238095238,0.3333333333333333,1.0,67.0,35.0,105.0,0.6666666666666666,0.3619047619047619,1.0,70.0,38.0,105.0
Ukunda,Household,small,50,100,3.698e3,2.456e3,5.17e3,1.576e3,991.5,2.296e3,2.06e3,1.309e3,2.956e3,0.9904761904761905,0.8857142857142857,1.0,104.0,93.0,105.0,0.9238095238095239,0.8285714285714286,1.0,97.0,87.0,105.0,0.9333333333333333,0.8285714285714286,0.9904761904761905,98.0,87.0,104.0
Kisumu,Household,small,50,250,619.5,340.8,1.179e3,248.5,122.0,498.5,338.0,162.0,695.5,0.7142857142857143,0.4666666666666667,1.0,75.0,49.0,105.0,0.6666666666666666,0.3523809523809524,1.0,70.0,37.0,105.0,0.6761904761904762,0.3619047619047619,1.0,71.0,38.0,105.0
Ukunda,Household,small,50,250,3.7e3,2.484e3,5.12e3,1.582e3,1.012e3,2.294e3,2.038e3,1.32e3,2.924e3,0.9904761904761905,0.8952380952380953,1.0,104.0,94.0,105.0,0.9142857142857143,0.8476190476190476,1.0,96.0,89.0,105.0,0.9333333333333333,0.8380952380952381,0.9904761904761905,98.0,88.0,104.0
Kisumu,Household,small,75,1,446.0,261.0,819.0,164.5,85.75,324.2,252.5,135.2,502.0,0.6,0.3619047619047619,0.8476190476190476,63.0,38.0,89.0,0.42857142857142855,0.2761904761904762,0.780952380952381,45.0,29.0,82.0,0.5047619047619047,0.3047619047619048,0.8,53.0,32.0,84.0
Ukunda,Household,small,75,1,3.55e3,2.316e3,4.988e3,1.49e3,919.5,2.184e3,1.99e3,1.22e3,2.88e3,1.0,0.9142857142857143,1.0,105.0,96.0,105.0,0.9428571428571428,0.8476190476190476,1.0,99.0,89.0,105.0,0.9619047619047619,0.8380952380952381,0.9904761904761905,101.0,88.0,104.0
Kisumu,Household,small,75,50,500.5,303.0,936.0,189.5,108.0,378.8,277.0,149.2,562.0,0.6,0.3904761904761905,0.8952380952380953,63.0,41.0,94.0,0.47619047619047616,0.3047619047619048,0.8,50.0,32.0,84.0,0.5047619047619047,0.3142857142857143,0.819047619047619,53.0,33.0,86.0
Ukunda,Household,small,75,50,3.562e3,2.28e3,5.052e3,1.494e3,909.0,2.234e3,1.986e3,1.216e3,2.926e3,1.0,0.8857142857142857,1.0,105.0,93.0,105.0,0.9523809523809523,0.8476190476190476,1.0,100.0,89.0,105.0,0.9809523809523809,0.8285714285714286,0.9904761904761905,103.0,87.0,104.0
Kisumu,Household,small,75,100,513.0,302.5,993.0,199.0,112.5,401.8,280.5,146.0,584.0,0.638095238095238,0.3904761904761905,1.0,67.0,41.0,105.0,0.4666666666666667,0.29523809523809524,0.8666666666666667,49.0,31.0,91.0,0.5142857142857142,0.3238095238095238,0.9142857142857143,54.0,34.0,96.0
Ukunda,Household,small,75,100,3.588e3,2.356e3,5.07e3,1.513e3,925.0,2.222e3,2.014e3,1.25e3,2.938e3,1.0,0.8952380952380953,1.0,105.0,94.0,105.0,0.9238095238095239,0.8380952380952381,1.0,97.0,88.0,105.0,0.9714285714285714,0.8476190476190476,0.9904761904761905,102.0,89.0,104.0
Kisumu,Household,small,75,250,611.0,323.2,1.139e3,234.5,123.75,473.5,328.5,151.8,679.0,0.7428571428571429,0.4380952380952381,1.0,78.0,46.0,105.0,0.6285714285714286,0.37142857142857144,0.9619047619047619,66.0,39.0,101.0,0.6761904761904762,0.34285714285714286,1.0,71.0,36.0,105.0
Ukunda,Household,small,75,250,3.704e3,2.426e3,5.15e3,1.574e3,980.5,2.29e3,2.056e3,1.289e3,2.948e3,0.9904761904761905,0.8952380952380953,1.0,104.0,94.0,105.0,0.9238095238095239,0.8285714285714286,1.0,97.0,87.0,105.0,0.9428571428571428,0.8285714285714286,0.9904761904761905,99.0,87.0,104.0
Kisumu,Household,small,100,1,404.5,254.0,710.0,145.0,79.0,263.5,241.0,137.0,451.5,0.49523809523809526,0.3333333333333333,0.7523809523809524,52.0,35.0,79.0,0.38095238095238093,0.26666666666666666,0.6666666666666666,40.0,28.0,70.0,0.42857142857142855,0.29523809523809524,0.7238095238095238,45.0,31.0,76.0
Ukunda,Household,small,100,1,3.448e3,2.258e3,4.84e3,1.431e3,888.5,2.1e3,1.944e3,1.214e3,2.826e3,1.0,0.8952380952380953,1.0,105.0,94.0,105.0,0.9333333333333333,0.8380952380952381,1.0,98.0,88.0,105.0,0.9714285714285714,0.8380952380952381,0.9904761904761905,102.0,88.0,104.0
Kisumu,Household,small,100,50,460.5,282.0,826.5,173.5,95.0,314.5,260.0,138.5,515.0,0.5142857142857142,0.3619047619047619,0.819047619047619,54.0,38.0,86.0,0.4,0.26666666666666666,0.7238095238095238,42.0,28.0,76.0,0.47619047619047616,0.3238095238095238,0.780952380952381,50.0,34.0,82.0
Ukunda,Household,small,100,50,3.472e3,2.224e3,4.91e3,1.443e3,875.0,2.136e3,1.946e3,1.199e3,2.866e3,0.9904761904761905,0.8857142857142857,1.0,104.0,93.0,105.0,0.9238095238095239,0.8285714285714286,1.0,97.0,87.0,105.0,0.9428571428571428,0.8380952380952381,0.9904761904761905,99.0,88.0,104.0
Kisumu,Household,small,100,100,483.0,298.8,836.0,190.0,106.75,334.8,273.5,146.8,507.8,0.5428571428571428,0.37142857142857144,0.7904761904761904,57.0,39.0,83.0,0.42857142857142855,0.29523809523809524,0.7047619047619048,45.0,31.0,74.0,0.49523809523809526,0.3333333333333333,0.7523809523809524,52.0,35.0,79.0
Ukunda,Household,small,100,100,3.494e3,2.306e3,4.896e3,1.458e3,904.5,2.146e3,1.965e3,1.226e3,2.86e3,1.0,0.8857142857142857,1.0,105.0,93.0,105.0,0.9238095238095239,0.8285714285714286,1.0,97.0,87.0,105.0,0.9523809523809523,0.8285714285714286,0.9904761904761905,100.0,87.0,104.0
Kisumu,Household,small,100,250,617.5,356.2,1.075e3,241.5,126.5,446.5,336.5,168.8,646.0,0.7047619047619048,0.45714285714285713,0.8857142857142857,74.0,48.0,93.0,0.5714285714285714,0.37142857142857144,0.8,60.0,39.0,84.0,0.6476190476190476,0.37142857142857144,0.8380952380952381,68.0,39.0,88.0
Ukunda,Household,small,100,250,3.588e3,2.418e3,4.96e3,1.526e3,967.0,2.204e3,2.0e3,1.284e3,2.86e3,0.9904761904761905,0.8857142857142857,1.0,104.0,93.0,105.0,0.9238095238095239,0.8380952380952381,1.0,97.0,88.0,105.0,0.9523809523809523,0.8380952380952381,0.9904761904761905,100.0,88.0,104.0
Kisumu,Household,both,25,1,541.5,291.2,1.102e3,199.5,98.5,445.0,299.0,143.8,672.0,0.7142857142857143,0.41904761904761906,1.0,75.0,44.0,105.0,0.6285714285714286,0.3333333333333333,1.0,66.0,35.0,105.0,0.6571428571428571,0.34285714285714286,1.0,69.0,36.0,105.0
Ukunda,Household,both,25,1,3.494e3,2.214e3,4.988e3,1.442e3,864.0,2.158e3,1.977e3,1.202e3,2.914e3,1.0,0.9238095238095239,1.0,105.0,97.0,105.0,0.9714285714285714,0.8476190476190476,1.0,102.0,89.0,105.0,0.9904761904761905,0.8571428571428571,0.9904761904761905,104.0,90.0,104.0
Kisumu,Household,both,25,50,560.5,310.8,1.096e3,215.5,111.75,456.8,307.0,156.0,649.0,0.6761904761904762,0.4095238095238095,1.0,71.0,43.0,105.0,0.6,0.3238095238095238,0.9809523809523809,63.0,34.0,103.0,0.6285714285714286,0.34285714285714286,0.9809523809523809,66.0,36.0,103.0
Ukunda,Household,both,25,50,3.474e3,2.294e3,4.85e3,1.462e3,899.0,2.118e3,1.948e3,1.234e3,2.818e3,1.0,0.9047619047619048,1.0,105.0,95.0,105.0,0.9333333333333333,0.8380952380952381,1.0,98.0,88.0,105.0,0.9619047619047619,0.8285714285714286,0.9904761904761905,101.0,87.0,104.0
Kisumu,Household,both,25,100,587.5,321.2,1.14e3,232.5,119.0,476.2,320.5,157.8,678.5,0.7047619047619048,0.41904761904761906,1.0,74.0,44.0,105.0,0.6476190476190476,0.3333333333333333,0.9904761904761905,68.0,35.0,104.0,0.6476190476190476,0.34285714285714286,1.0,68.0,36.0,105.0
Ukunda,Household,both,25,100,3.58e3,2.376e3,4.984e3,1.49e3,939.0,2.176e3,2.016e3,1.276e3,2.916e3,0.9904761904761905,0.8952380952380953,1.0,104.0,94.0,105.0,0.9428571428571428,0.8285714285714286,1.0,99.0,87.0,105.0,0.9523809523809523,0.8380952380952381,0.9904761904761905,100.0,88.0,104.0
Kisumu,Household,both,25,250,661.5,328.0,1.278e3,260.5,122.0,536.0,351.5,151.5,753.0,0.7904761904761904,0.47619047619047616,1.0,83.0,50.0,105.0,0.7238095238095238,0.3619047619047619,1.0,76.0,38.0,105.0,0.7333333333333333,0.3619047619047619,1.0,77.0,38.0,105.0
Ukunda,Household,both,25,250,3.628e3,2.4e3,5.056e3,1.541e3,979.0,2.242e3,2.017e3,1.269e3,2.908e3,0.9904761904761905,0.8857142857142857,1.0,104.0,93.0,105.0,0.9238095238095239,0.819047619047619,1.0,97.0,86.0,105.0,0.9428571428571428,0.819047619047619,0.9904761904761905,99.0,86.0,104.0
Kisumu,Household,both,50,1,381.0,229.2,717.0,128.5,66.0,257.8,232.0,124.5,460.5,0.49523809523809526,0.34285714285714286,0.8285714285714286,52.0,36.0,87.0,0.37142857142857144,0.24761904761904763,0.7238095238095238,39.0,26.0,76.0,0.42857142857142855,0.29523809523809524,0.7904761904761904,45.0,31.0,83.0
Ukunda,Household,both,50,1,2.79e3,1.676e3,4.11e3,1.058e3,589.0,1.642e3,1.662e3,956.0,2.53e3,1.0,0.8952380952380953,1.0,105.0,94.0,105.0,0.9523809523809523,0.8285714285714286,1.0,100.0,87.0,105.0,0.9714285714285714,0.8476190476190476,0.9904761904761905,102.0,89.0,104.0
Kisumu,Household,both,50,50,423.0,264.8,767.5,158.0,90.0,293.8,245.5,136.5,476.2,0.49523809523809526,0.34285714285714286,0.7904761904761904,52.0,36.0,83.0,0.38095238095238093,0.24761904761904763,0.7142857142857143,40.0,26.0,75.0,0.42857142857142855,0.29523809523809524,0.7619047619047619,45.0,31.0,80.0
Ukunda,Household,both,50,50,2.84e3,1.755e3,4.136e3,1.09e3,624.0,1.685e3,1.679e3,987.0,2.526e3,0.9714285714285714,0.8761904761904762,1.0,102.0,92.0,105.0,0.9142857142857143,0.8095238095238095,1.0,96.0,85.0,105.0,0.9428571428571428,0.819047619047619,0.9904761904761905,99.0,86.0,104.0
Kisumu,Household,both,50,100,473.0,288.2,829.0,181.0,104.0,325.2,261.5,138.2,505.0,0.5238095238095238,0.3619047619047619,0.8,55.0,38.0,84.0,0.41904761904761906,0.2761904761904762,0.6857142857142857,44.0,29.0,72.0,0.45714285714285713,0.3238095238095238,0.7523809523809524,48.0,34.0,79.0
Ukunda,Household,both,50,100,2.974e3,1.901e3,4.268e3,1.164e3,696.0,1.751e3,1.742e3,1.061e3,2.586e3,0.9904761904761905,0.8761904761904762,1.0,104.0,92.0,105.0,0.8952380952380953,0.8095238095238095,1.0,94.0,85.0,105.0,0.9428571428571428,0.819047619047619,0.9904761904761905,99.0,86.0,104.0
Kisumu,Household,both,50,250,589.0,322.0,1.068e3,228.0,118.75,440.8,316.0,156.8,642.0,0.6666666666666666,0.42857142857142855,0.9238095238095239,70.0,45.0,97.0,0.5619047619047619,0.34285714285714286,0.8095238095238095,59.0,36.0,85.0,0.6285714285714286,0.3619047619047619,0.8571428571428571,66.0,38.0,90.0
Ukunda,Household,both,50,250,3.34e3,2.138e3,4.72e3,1.368e3,833.0,2.006e3,1.891e3,1.161e3,2.782e3,0.9428571428571428,0.8571428571428571,1.0,99.0,90.0,105.0,0.8761904761904762,0.7904761904761904,0.9904761904761905,92.0,83.0,104.0,0.8952380952380953,0.8095238095238095,0.9904761904761905,94.0,85.0,104.0
Kisumu,Household,both,75,1,255.0,160.2,413.8,68.0,34.75,121.5,173.5,97.0,300.0,0.3619047619047619,0.2571428571428571,0.5142857142857142,38.0,27.0,54.0,0.23809523809523808,0.1523809523809524,0.3904761904761905,25.0,16.0,41.0,0.3238095238095238,0.23809523809523808,0.4857142857142857,34.0,25.0,51.0
Ukunda,Household,both,75,1,1.352e3,465.8,2.456e3,384.0,114.5,785.0,878.5,267.5,1.694e3,0.8857142857142857,0.5904761904761905,1.0,93.0,62.0,105.0,0.7904761904761904,0.4380952380952381,0.9714285714285714,83.0,46.0,102.0,0.8476190476190476,0.5619047619047619,0.9904761904761905,89.0,59.0,104.0
Kisumu,Household,both,75,50,379.0,243.5,568.5,129.0,79.75,206.0,232.5,135.8,376.8,0.4,0.3047619047619048,0.5523809523809524,42.0,32.0,58.0,0.29523809523809524,0.21904761904761905,0.41904761904761906,31.0,23.0,44.0,0.37142857142857144,0.2761904761904762,0.5047619047619047,39.0,29.0,53.0
Ukunda,Household,both,75,50,1.662e3,859.0,2.736e3,534.0,242.5,933.0,1.06e3,499.0,1.842e3,0.8666666666666667,0.6952380952380952,1.0,91.0,73.0,105.0,0.780952380952381,0.580952380952381,0.9523809523809523,82.0,61.0,100.0,0.819047619047619,0.638095238095238,0.9904761904761905,86.0,67.0,104.0
Kisumu,Household,both,75,100,442.5,289.0,684.0,165.5,102.75,257.5,254.0,152.8,437.5,0.4380952380952381,0.3333333333333333,0.6666666666666666,46.0,35.0,70.0,0.3238095238095238,0.2571428571428571,0.47619047619047616,34.0,27.0,50.0,0.4,0.3142857142857143,0.6095238095238096,42.0,33.0,64.0
Ukunda,Household,both,75,100,2.12e3,1.233e3,3.148e3,728.5,399.8,1.156e3,1.317e3,728.0,2.052e3,0.8761904761904762,0.7523809523809524,1.0,92.0,79.0,105.0,0.7714285714285715,0.6571428571428571,0.9333333333333333,81.0,69.0,98.0,0.8285714285714286,0.7142857142857143,0.9904761904761905,87.0,75.0,104.0
Kisumu,Household,both,75,250,546.0,324.5,916.0,218.5,122.0,368.2,305.0,152.8,563.5,0.5904761904761905,0.42857142857142855,0.7619047619047619,62.0,45.0,80.0,0.4666666666666667,0.3523809523809524,0.6666666666666666,49.0,37.0,70.0,0.5714285714285714,0.34285714285714286,0.7428571428571429,60.0,36.0,78.0
Ukunda,Household,both,75,250,2.908e3,1.94e3,4.05e3,1.146e3,732.5,1.648e3,1.702e3,1.073e3,2.466e3,0.8666666666666667,0.7904761904761904,1.0,91.0,83.0,105.0,0.780952380952381,0.7047619047619048,0.8761904761904762,82.0,74.0,92.0,0.8476190476190476,0.7619047619047619,0.9904761904761905,89.0,80.0,104.0
Kisumu,Household,both,100,1,168.0,110.0,254.5,26.0,16.0,41.0,136.0,83.0,219.0,0.23809523809523808,0.19047619047619047,0.3333333333333333,25.0,20.0,35.0,0.08571428571428572,0.05714285714285714,0.11428571428571428,9.0,6.0,12.0,0.23809523809523808,0.19047619047619047,0.3333333333333333,25.0,20.0,35.0
Ukunda,Household,both,100,1,227.5,109.5,415.5,37.0,22.0,55.0,184.5,74.75,364.5,0.3142857142857143,0.20952380952380953,0.42857142857142855,33.0,22.0,45.0,0.09523809523809523,0.06666666666666667,0.13333333333333333,10.0,7.0,14.0,0.3047619047619048,0.2,0.41904761904761906,32.0,21.0,44.0
Kisumu,Household,both,100,50,315.0,211.0,445.0,103.5,65.75,147.0,204.0,121.0,316.8,0.3142857142857143,0.2571428571428571,0.4,33.0,27.0,42.0,0.19047619047619047,0.17142857142857143,0.22857142857142856,20.0,18.0,24.0,0.3142857142857143,0.2571428571428571,0.4,33.0,27.0,42.0
Ukunda,Household,both,100,50,682.0,421.2,1.061e3,168.0,104.0,246.5,502.0,277.0,834.5,0.4380952380952381,0.34285714285714286,0.5904761904761905,46.0,36.0,62.0,0.22857142857142856,0.2,0.26666666666666666,24.0,21.0,28.0,0.42857142857142855,0.3333333333333333,0.580952380952381,45.0,35.0,61.0
Kisumu,Household,both,100,100,417.5,282.5,606.0,151.0,96.75,223.0,255.0,148.8,400.2,0.3904761904761905,0.3238095238095238,0.4666666666666667,41.0,34.0,49.0,0.2571428571428571,0.22857142857142856,0.2857142857142857,27.0,24.0,30.0,0.3904761904761905,0.3047619047619048,0.4666666666666667,41.0,32.0,49.0
Ukunda,Household,both,100,100,1.152e3,736.5,1.72e3,350.5,224.0,509.8,787.0,466.0,1.239e3,0.5523809523809524,0.4380952380952381,0.6952380952380952,58.0,46.0,73.0,0.3047619047619048,0.2857142857142857,0.34285714285714286,32.0,30.0,36.0,0.5428571428571428,0.42857142857142855,0.6857142857142857,57.0,45.0,72.0
Kisumu,Household,both,100,250,557.0,342.8,861.0,220.0,124.0,337.2,311.0,169.5,542.5,0.5238095238095238,0.42857142857142855,0.6476190476190476,55.0,45.0,68.0,0.42857142857142855,0.3619047619047619,0.47619047619047616,45.0,38.0,50.0,0.5142857142857142,0.3904761904761905,0.638095238095238,54.0,41.0,67.0
Ukunda,Household,both,100,250,2.496e3,1.671e3,3.424e3,945.0,616.0,1.309e3,1.515e3,953.0,2.172e3,0.7523809523809524,0.6571428571428571,0.819047619047619,79.0,69.0,86.0,0.5142857142857142,0.49523809523809526,0.5428571428571428,54.0,52.0,57.0,0.7428571428571429,0.6476190476190476,0.8095238095238095,78.0,68.0,85.0
Kisumu,Non-Household,big,25,1,565.0,306.5,1.178e3,236.5,114.75,520.0,294.5,136.0,660.0,0.7333333333333333,0.4380952380952381,1.0,77.0,46.0,105.0,0.6666666666666666,0.3333333333333333,1.0,70.0,35.0,105.0,0.6666666666666666,0.3333333333333333,1.0,70.0,35.0,105.0
Ukunda,Non-Household,big,25,1,3.072e3,1.795e3,4.5e3,1.39e3,775.0,2.124e3,1.588e3,871.0,2.468e3,1.0,0.9047619047619048,1.0,105.0,95.0,105.0,0.9619047619047619,0.8476190476190476,1.0,101.0,89.0,105.0,0.9809523809523809,0.8476190476190476,0.9904761904761905,103.0,89.0,104.0
Kisumu,Non-Household,big,25,50,603.5,308.5,1.237e3,247.0,120.0,549.0,316.0,147.2,721.5,0.7523809523809524,0.4,1.0,79.0,42.0,105.0,0.6761904761904762,0.3333333333333333,1.0,71.0,35.0,105.0,0.6761904761904762,0.3238095238095238,1.0,71.0,34.0,105.0
Ukunda,Non-Household,big,25,50,3.258e3,2.044e3,4.65e3,1.453e3,874.0,2.172e3,1.721e3,1.006e3,2.554e3,1.0,0.9047619047619048,1.0,105.0,95.0,105.0,0.9714285714285714,0.8380952380952381,1.0,102.0,88.0,105.0,0.9809523809523809,0.8380952380952381,0.9904761904761905,103.0,88.0,104.0
Kisumu,Non-Household,big,25,100,637.5,322.8,1.291e3,257.5,121.0,564.0,331.5,154.8,739.5,0.7904761904761904,0.45714285714285713,1.0,83.0,48.0,105.0,0.7238095238095238,0.3523809523809524,1.0,76.0,37.0,105.0,0.6857142857142857,0.3619047619047619,1.0,72.0,38.0,105.0
Ukunda,Non-Household,big,25,100,3.172e3,2.022e3,4.57e3,1.432e3,868.0,2.14e3,1.665e3,1.001e3,2.518e3,0.9904761904761905,0.8666666666666667,1.0,104.0,91.0,105.0,0.9333333333333333,0.819047619047619,1.0,98.0,86.0,105.0,0.9238095238095239,0.8095238095238095,0.9904761904761905,97.0,85.0,104.0
Kisumu,Non-Household,big,25,250,657.0,330.8,1.31e3,269.5,120.0,579.0,341.5,158.8,745.5,0.7904761904761904,0.45714285714285713,1.0,83.0,48.0,105.0,0.7238095238095238,0.3523809523809524,1.0,76.0,37.0,105.0,0.7238095238095238,0.34285714285714286,1.0,76.0,36.0,105.0
Ukunda,Non-Household,big,25,250,3.512e3,2.288e3,4.944e3,1.554e3,966.0,2.274e3,1.875e3,1.176e3,2.758e3,0.9904761904761905,0.8666666666666667,1.0,104.0,91.0,105.0,0.9142857142857143,0.8285714285714286,1.0,96.0,87.0,105.0,0.9238095238095239,0.819047619047619,0.9904761904761905,97.0,86.0,104.0
Kisumu,Non-Household,big,50,1,541.0,295.2,1.093e3,218.5,115.0,481.0,280.5,133.0,617.0,0.7333333333333333,0.4095238095238095,1.0,77.0,43.0,105.0,0.6285714285714286,0.3333333333333333,1.0,66.0,35.0,105.0,0.6571428571428571,0.3238095238095238,1.0,69.0,34.0,105.0
Ukunda,Non-Household,big,50,1,2.3e3,1.232e3,3.62e3,1.102e3,550.5,1.788e3,1.128e3,551.0,1.883e3,1.0,0.8857142857142857,1.0,105.0,93.0,105.0,0.9619047619047619,0.8285714285714286,1.0,101.0,87.0,105.0,0.9428571428571428,0.8,0.9904761904761905,99.0,84.0,104.0
Kisumu,Non-Household,big,50,50,555.0,308.5,1.048e3,223.0,114.0,467.5,288.0,138.8,598.0,0.7047619047619048,0.41904761904761906,1.0,74.0,44.0,105.0,0.6190476190476191,0.3238095238095238,0.9904761904761905,65.0,34.0,104.0,0.6285714285714286,0.3333333333333333,0.9904761904761905,66.0,35.0,104.0
Ukunda,Non-Household,big,50,50,2.388e3,1.344e3,3.658e3,1.13e3,607.5,1.807e3,1.182e3,601.0,1.926e3,0.9714285714285714,0.8476190476190476,1.0,102.0,89.0,105.0,0.9238095238095239,0.7904761904761904,1.0,97.0,83.0,105.0,0.8952380952380953,0.7619047619047619,0.9904761904761905,94.0,80.0,104.0
Kisumu,Non-Household,big,50,100,572.5,312.8,1.161e3,234.5,118.0,514.0,300.5,149.2,656.0,0.7333333333333333,0.41904761904761906,1.0,77.0,44.0,105.0,0.6571428571428571,0.34285714285714286,1.0,69.0,36.0,105.0,0.6476190476190476,0.34285714285714286,1.0,68.0,36.0,105.0
