"","Site","Environment2","Date","Structure","n_s","n_m","n_l","p_xxx","p_s","p_m","p_l","p_sm","p_sl","p_ml","p_sml","p_ae_s","p_ae_m","p_ae_l","p_ae_sm","p_ae_sl","p_ae_ml","p_ae_sml","cover"
"499","Kisumu","Household",2021-12-08,"KB05079HL",0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"500","Kisumu","Household",2021-12-08,"KB07093HL",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"501","Kisumu","Household",2021-12-14,"KC13168HL",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"502","Kisumu","Household",2021-12-14,"KC15196HL",0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"503","Kisumu","Household",2021-12-14,"KC15196HL",0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"504","Kisumu","Household",2021-12-15,"KD12243HL",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"505","Kisumu","Household",2022-01-04,"KE17301HL",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"506","Kisumu","Household",2022-01-04,"KE19331HL",2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"507","Kisumu","Household",2022-01-04,"KE19331HL",2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"508","Kisumu","Household",2022-01-05,"KF21234HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"509","Kisumu","Household",2022-01-05,"KF24367HL",1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"510","Kisumu","Household",2022-01-05,"KF24367HL",1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"511","Kisumu","Household",2022-01-05,"KF24367HL",1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"512","Kisumu","Household",2022-01-11,"KG27421HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"513","Kisumu","Household",2022-01-11,"KG28400HL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"514","Kisumu","Household",2022-01-11,"KG28400HL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"515","Kisumu","Household",2022-01-12,"KH29479HL",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"516","Kisumu","Household",2022-01-18,"KA01045HL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"517","Kisumu","Household",2022-01-18,"KA01045HL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"518","Kisumu","Household",2022-01-18,"KA02046HL",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"519","Kisumu","Household",2022-01-18,"KA03039HL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"520","Kisumu","Household",2022-01-18,"KA03039HL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"521","Kisumu","Household",2022-01-18,"KA04022HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"522","Kisumu","Household",2022-01-19,"KB05079HL",3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"523","Kisumu","Household",2022-01-19,"KB05079HL",3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"524","Kisumu","Household",2022-01-19,"KB05079HL",3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"525","Kisumu","Household",2022-01-19,"KB05079HL",3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"526","Kisumu","Household",2022-01-19,"KB06128HL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"527","Kisumu","Household",2022-01-19,"KB06128HL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"528","Kisumu","Household",2022-01-19,"KB07093HL",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"529","Kisumu","Household",2022-01-19,"KB08094HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530","Kisumu","Household",2022-01-25,"KC13168HL",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"531","Kisumu","Household",2022-01-25,"KC15196HL",3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"532","Kisumu","Household",2022-01-25,"KC15196HL",3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"533","Kisumu","Household",2022-01-25,"KC15196HL",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"534","Kisumu","Household",2022-01-26,"KD12243HL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"535","Kisumu","Household",2022-01-26,"KD12243HL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"536","Kisumu","Household",2022-01-26,"KD12271HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"537","Kisumu","Non-Household",2020-10-06,"KA02608NL",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"538","Kisumu","Non-Household",2020-10-06,"KA02608NL",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"539","Kisumu","Non-Household",2020-10-06,"KA02608NL",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"540","Kisumu","Non-Household",2020-10-06,"KA03302NL",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"541","Kisumu","Non-Household",2020-10-07,"KA04613NP",2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"542","Kisumu","Non-Household",2020-10-07,"KA04613NP",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"543","Kisumu","Non-Household",2020-10-07,"KB05618NL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"544","Kisumu","Non-Household",2020-10-08,"KB07624NL",5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"545","Kisumu","Non-Household",2020-10-08,"KB07624NL",5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"546","Kisumu","Non-Household",2020-10-08,"KB07624NL",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"547","Kisumu","Non-Household",2020-10-08,"KB07624NL",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"548","Kisumu","Non-Household",2020-10-08,"KB07624NL",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"549","Kisumu","Non-Household",2020-10-13,"KC13645NL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"550","Kisumu","Non-Household",2020-10-14,"KD10637NL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"551","Kisumu","Non-Household",2020-10-14,"KD10637NL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"552","Kisumu","Non-Household",2020-10-15,"KD11640NL",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"553","Kisumu","Non-Household",2020-10-21,"KE17661NL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"554","Kisumu","Non-Household",2020-10-21,"KE19669NL",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"555","Kisumu","Non-Household",2020-10-21,"KE20677NL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"556","Kisumu","Non-Household",2020-10-21,"KE20677NL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"557","Kisumu","Non-Household",2020-10-27,"KG28400NL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"558","Kisumu","Non-Household",2020-10-29,"KH29718NL",6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"559","Kisumu","Non-Household",2020-10-29,"KH29718NL",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"560","Kisumu","Non-Household",2020-10-29,"KH29718NL",6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"561","Kisumu","Non-Household",2020-10-29,"KH29718NL",6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"562","Kisumu","Non-Household",2020-10-29,"KH29718NL",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"563","Kisumu","Non-Household",2020-10-29,"KH29718NL",6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"564","Kisumu","Non-Household",2020-10-29,"KH30724NL",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"565","Kisumu","Non-Household",2020-10-29,"KH30724NL",3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"566","Kisumu","Non-Household",2020-10-29,"KH30724NL",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"567","Kisumu","Non-Household",2020-10-29,"KH32738NL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"568","Kisumu","Non-Household",2020-11-04,"KB05079NL",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"569","Kisumu","Non-Household",2020-11-04,"KB05079NL",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"570","Kisumu","Non-Household",2020-11-04,"KB05079NL",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"571","Kisumu","Non-Household",2020-11-04,"KB05079NL",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"572","Kisumu","Non-Household",2020-11-04,"KB05079NL",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"573","Kisumu","Non-Household",2020-11-04,"KB05079NL",6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"574","Kisumu","Non-Household",2020-11-04,"KB05618NL",7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"575","Kisumu","Non-Household",2020-11-04,"KB05618NL",7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"576","Kisumu","Non-Household",2020-11-04,"KB05618NL",7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"577","Kisumu","Non-Household",2020-11-04,"KB05618NL",7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"578","Kisumu","Non-Household",2020-11-04,"KB05618NL",7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"579","Kisumu","Non-Household",2020-11-04,"KB05618NL",7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"580","Kisumu","Non-Household",2020-11-04,"KB05618NL",7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"581","Kisumu","Non-Household",2020-11-04,"KB07624NL",10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"582","Kisumu","Non-Household",2020-11-04,"KB07624NL",10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"583","Kisumu","Non-Household",2020-11-04,"KB07624NL",10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"584","Kisumu","Non-Household",2020-11-04,"KB07624NL",10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"585","Kisumu","Non-Household",2020-11-04,"KB07624NL",10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"586","Kisumu","Non-Household",2020-11-04,"KB07624NL",10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"587","Kisumu","Non-Household",2020-11-04,"KB07624NL",10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"588","Kisumu","Non-Household",2020-11-04,"KB07624NL",10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"589","Kisumu","Non-Household",2020-11-04,"KB07624NL",10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"590","Kisumu","Non-Household",2020-11-04,"KB07624NL",10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"591","Kisumu","Non-Household",2020-11-11,"KD10637NL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"592","Kisumu","Non-Household",2020-11-11,"KD11640NL",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"593","Kisumu","Non-Household",2020-11-11,"KD11640NL",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"594","Kisumu","Non-Household",2020-11-11,"KD11640NL",3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"595","Kisumu","Non-Household",2020-11-17,"KE18667NP",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"596","Kisumu","Non-Household",2020-11-17,"KE19669NL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"597","Kisumu","Non-Household",2020-11-17,"KE19669NL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"598","Kisumu","Non-Household",2020-11-24,"KG25700NL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"599","Kisumu","Non-Household",2020-11-24,"KG27711NL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600","Kisumu","Non-Household",2020-11-24,"KG27711NL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"601","Kisumu","Non-Household",2020-11-25,"KH29718NL",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"602","Kisumu","Non-Household",2020-11-25,"KH29718NL",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"603","Kisumu","Non-Household",2020-11-25,"KH29718NL",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"604","Kisumu","Non-Household",2020-11-25,"KH29718NL",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"605","Kisumu","Non-Household",2020-11-25,"KH29718NL",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"606","Kisumu","Non-Household",2020-11-25,"KH30724NL",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"607","Kisumu","Non-Household",2020-11-25,"KH30724NL",3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"608","Kisumu","Non-Household",2020-11-25,"KH30724NL",3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"609","Kisumu","Non-Household",2020-12-01,"KA02608NL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"610","Kisumu","Non-Household",2020-12-01,"KA02608NL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"611","Kisumu","Non-Household",2020-12-01,"KB05618NL",3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"612","Kisumu","Non-Household",2020-12-01,"KB05618NL",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"613","Kisumu","Non-Household",2020-12-01,"KB05618NL",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"614","Kisumu","Non-Household",2020-12-01,"KB07624NL",4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"615","Kisumu","Non-Household",2020-12-01,"KB07624NL",4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"616","Kisumu","Non-Household",2020-12-01,"KB07624NL",4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"617","Kisumu","Non-Household",2020-12-01,"KB07624NL",4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"618","Kisumu","Non-Household",2020-12-02,"KC13645NL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"619","Kisumu","Non-Household",2020-12-02,"KC14650NL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"620","Kisumu","Non-Household",2020-12-02,"KC14650NL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"621","Kisumu","Non-Household",2020-12-02,"KD10637NL",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"622","Kisumu","Non-Household",2020-12-02,"KD10637NL",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"623","Kisumu","Non-Household",2020-12-02,"KD10637NL",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"624","Kisumu","Non-Household",2020-12-02,"KD11640NL",2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"625","Kisumu","Non-Household",2020-12-02,"KD11640NL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"626","Kisumu","Non-Household",2020-12-09,"KE18667NL",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"627","Kisumu","Non-Household",2020-12-09,"KE20677NL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"628","Kisumu","Non-Household",2020-12-09,"KE20677NL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"629","Kisumu","Non-Household",2020-12-09,"KF21680NL",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"630","Kisumu","Non-Household",2020-12-09,"KF22687NL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631","Kisumu","Non-Household",2020-12-09,"KF23691NL",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"632","Kisumu","Non-Household",2020-12-10,"KG26707NL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"633","Kisumu","Non-Household",2020-12-10,"KG26707NL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"634","Kisumu","Non-Household",2020-12-10,"KG27711NL",3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"635","Kisumu","Non-Household",2020-12-10,"KG27711NL",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"636","Kisumu","Non-Household",2020-12-10,"KG27711NL",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"637","Kisumu","Non-Household",2020-12-10,"KG28400NL",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"638","Kisumu","Non-Household",2020-12-10,"KH29718NL",7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"639","Kisumu","Non-Household",2020-12-10,"KH29718NL",7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"640","Kisumu","Non-Household",2020-12-10,"KH29718NL",7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"641","Kisumu","Non-Household",2020-12-10,"KH29718NL",7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"642","Kisumu","Non-Household",2020-12-10,"KH29718NL",7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"643","Kisumu","Non-Household",2020-12-10,"KH29718NL",7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"644","Kisumu","Non-Household",2020-12-10,"KH29718NL",7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"645","Kisumu","Non-Household",2020-12-10,"KH30724NL",3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"646","Kisumu","Non-Household",2020-12-10,"KH30724NL",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"647","Kisumu","Non-Household",2020-12-10,"KH30724NL",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"648","Kisumu","Non-Household",2020-12-10,"KH32738NL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"649","Kisumu","Non-Household",2021-01-12,"KA04613NL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"650","Kisumu","Non-Household",2021-01-13,"KB05618NL",0,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"651","Kisumu","Non-Household",2021-01-13,"KB05618NL",0,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"652","Kisumu","Non-Household",2021-01-13,"KB05618NL",0,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"653","Kisumu","Non-Household",2021-01-13,"KB05618NL",0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"654","Kisumu","Non-Household",2021-01-13,"KB05618NL",0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"655","Kisumu","Non-Household",2021-01-13,"KB07624NL",0,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"656","Kisumu","Non-Household",2021-01-13,"KB07624NL",0,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"657","Kisumu","Non-Household",2021-01-13,"KB07624NL",0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"658","Kisumu","Non-Household",2021-01-13,"KB07624NL",0,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"659","Kisumu","Non-Household",2021-01-13,"KB07624NL",0,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"660","Kisumu","Non-Household",2021-01-13,"KB07624NL",0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"661","Kisumu","Non-Household",2021-01-13,"KB07624NL",0,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"662","Kisumu","Non-Household",2021-01-13,"KB07624NL",0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"663","Kisumu","Non-Household",2021-01-13,"KB07624NL",0,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"664","Kisumu","Non-Household",2021-01-13,"KB08629NL",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"665","Kisumu","Non-Household",2021-01-19,"KC13645NL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"666","Kisumu","Non-Household",2021-01-20,"KD10637NL",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"667","Kisumu","Non-Household",2021-01-20,"KD11640NL",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"668","Kisumu","Non-Household",2021-01-20,"KD12641NL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"669","Kisumu","Non-Household",2021-01-27,"KF23691NL",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"670","Kisumu","Non-Household",2021-02-02,"KG27711NL",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"671","Kisumu","Non-Household",2021-02-03,"KH29718NL",0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"672","Kisumu","Non-Household",2021-02-03,"KH29718NL",0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"673","Kisumu","Non-Household",2021-02-03,"KH29718NL",0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"674","Kisumu","Non-Household",2021-02-09,"KA04613NL",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"675","Kisumu","Non-Household",2021-02-10,"KB05618NL",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"676","Kisumu","Non-Household",2021-02-10,"KB05618NL",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"677","Kisumu","Non-Household",2021-02-10,"KB05618NL",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"678","Kisumu","Non-Household",2021-02-10,"KB05618NL",5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"679","Kisumu","Non-Household",2021-02-10,"KB05618NL",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"680","Kisumu","Non-Household",2021-02-10,"KB07624NL",15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"681","Kisumu","Non-Household",2021-02-10,"KB07624NL",15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"682","Kisumu","Non-Household",2021-02-10,"KB07624NL",15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"683","Kisumu","Non-Household",2021-02-10,"KB07624NL",15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"684","Kisumu","Non-Household",2021-02-10,"KB07624NL",15,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"685","Kisumu","Non-Household",2021-02-10,"KB07624NL",15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"686","Kisumu","Non-Household",2021-02-10,"KB07624NL",15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"687","Kisumu","Non-Household",2021-02-10,"KB07624NL",15,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"688","Kisumu","Non-Household",2021-02-10,"KB07624NL",15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"689","Kisumu","Non-Household",2021-02-10,"KB07624NL",15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"690","Kisumu","Non-Household",2021-02-10,"KB07624NL",15,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"691","Kisumu","Non-Household",2021-02-10,"KB07624NL",15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"692","Kisumu","Non-Household",2021-02-10,"KB07624NL",15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"693","Kisumu","Non-Household",2021-02-10,"KB07624NL",15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"694","Kisumu","Non-Household",2021-02-10,"KB07624NL",15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"695","Kisumu","Non-Household",2021-02-16,"KC13645NL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"696","Kisumu","Non-Household",2021-02-17,"KD10637NL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"697","Kisumu","Non-Household",2021-02-17,"KD11640NL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"698","Kisumu","Non-Household",2021-02-23,"KE17661NL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"699","Kisumu","Non-Household",2021-02-23,"KE18667NL",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"700","Kisumu","Non-Household",2021-02-23,"KE19669NL",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"701","Kisumu","Non-Household",2021-02-23,"KE20677NL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"702","Kisumu","Non-Household",2021-02-24,"KF21680NL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"703","Kisumu","Non-Household",2021-03-02,"KG25700NL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
