"","Site","Environment2","Date","Structure","n_s","n_m","n_l","p_xxx","p_s","p_m","p_l","p_sm","p_sl","p_ml","p_sml","p_ae_s","p_ae_m","p_ae_l","p_ae_sm","p_ae_sl","p_ae_ml","p_ae_sml","cover"
"286","Kisumu","Household",2021-05-04,"KG28400HL",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"287","Kisumu","Household",2021-05-05,"KH29479HL",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"288","Kisumu","Household",2021-05-05,"KH32449HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"289","Kisumu","Household",2021-05-11,"KA01045HL",5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"290","Kisumu","Household",2021-05-11,"KA01045HL",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"291","Kisumu","Household",2021-05-11,"KA01045HL",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"292","Kisumu","Household",2021-05-11,"KA01045HL",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"293","Kisumu","Household",2021-05-11,"KA01045HL",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"294","Kisumu","Household",2021-05-11,"KA02046HL",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"295","Kisumu","Household",2021-05-11,"KA02046HL",3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"296","Kisumu","Household",2021-05-11,"KA02046HL",3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"297","Kisumu","Household",2021-05-11,"KA03039HL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"298","Kisumu","Household",2021-05-11,"KA03039HL",2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"299","Kisumu","Household",2021-05-11,"KA04022HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300","Kisumu","Household",2021-05-12,"KB05079HL",4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"301","Kisumu","Household",2021-05-12,"KB05079HL",4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"302","Kisumu","Household",2021-05-12,"KB05079HL",4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"303","Kisumu","Household",2021-05-12,"KB05079HL",4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"304","Kisumu","Household",2021-05-12,"KB05079HL",4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"305","Kisumu","Household",2021-05-12,"KB06128HL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"306","Kisumu","Household",2021-05-12,"KB06128HL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"307","Kisumu","Household",2021-05-18,"KC13168HL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"308","Kisumu","Household",2021-05-18,"KC13168HL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"309","Kisumu","Household",2021-05-18,"KC14222HL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"310","Kisumu","Household",2021-05-18,"KC14222HL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"311","Kisumu","Household",2021-05-18,"KC15196HL",3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"312","Kisumu","Household",2021-05-18,"KC15196HL",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"313","Kisumu","Household",2021-05-18,"KC15196HL",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"314","Kisumu","Household",2021-05-18,"KC16210HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"315","Kisumu","Household",2021-05-19,"KD11227HL",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"316","Kisumu","Household",2021-05-19,"KD12243HL",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"317","Kisumu","Household",2021-05-19,"KD12243HL",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"318","Kisumu","Household",2021-05-19,"KD12271HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"319","Kisumu","Household",2021-05-25,"KE17301HL",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"320","Kisumu","Household",2021-05-25,"KE17301HL",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"321","Kisumu","Household",2021-05-25,"KE18319HL",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"322","Kisumu","Household",2021-05-25,"KE19331HL",3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"323","Kisumu","Household",2021-05-25,"KE19331HL",3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"324","Kisumu","Household",2021-05-25,"KE19331HL",3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"325","Kisumu","Household",2021-05-25,"KE20288HL",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"326","Kisumu","Household",2021-05-26,"KF21234HL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"327","Kisumu","Household",2021-05-26,"KF21234HL",2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"328","Kisumu","Household",2021-05-26,"KF23356HL",2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"329","Kisumu","Household",2021-05-26,"KF23356HL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"330","Kisumu","Household",2021-05-26,"KF24367HL",4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"331","Kisumu","Household",2021-05-26,"KF24367HL",4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"332","Kisumu","Household",2021-05-26,"KF24367HL",4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"333","Kisumu","Household",2021-05-26,"KF24367HL",4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"334","Kisumu","Household",2021-05-26,"KF24367HL",4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"335","Kisumu","Household",2021-06-02,"KG25398HL",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"336","Kisumu","Household",2021-06-02,"KG26386HL",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"337","Kisumu","Household",2021-06-02,"KG27421HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"338","Kisumu","Household",2021-06-02,"KG28400HL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"339","Kisumu","Household",2021-06-02,"KG28400HL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"340","Kisumu","Household",2021-06-03,"KH29479HL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"341","Kisumu","Household",2021-06-03,"KH29479HL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"342","Kisumu","Household",2021-06-03,"KH30433HL",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"343","Kisumu","Household",2021-06-03,"KH30433HL",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"344","Kisumu","Household",2021-06-03,"KH30433HL",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"345","Kisumu","Household",2021-06-03,"KH32449HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"346","Kisumu","Household",2021-06-08,"KA01045HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"347","Kisumu","Household",2021-06-08,"KA02046HL",2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"348","Kisumu","Household",2021-06-08,"KA02046HL",2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"349","Kisumu","Household",2021-06-08,"KA03039HL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"350","Kisumu","Household",2021-06-08,"KA03039HL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351","Kisumu","Household",2021-06-09,"KB05079HL",4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352","Kisumu","Household",2021-06-09,"KB05079HL",4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353","Kisumu","Household",2021-06-09,"KB05079HL",4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"354","Kisumu","Household",2021-06-09,"KB05079HL",4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"355","Kisumu","Household",2021-06-15,"KC13168HL",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"356","Kisumu","Household",2021-06-15,"KC15196HL",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"357","Kisumu","Household",2021-06-15,"KC16210HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"358","Kisumu","Household",2021-06-16,"KD11227HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"359","Kisumu","Household",2021-06-16,"KD12243HL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"360","Kisumu","Household",2021-06-16,"KD12243HL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"361","Kisumu","Household",2021-06-29,"KE17301HL",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"362","Kisumu","Household",2021-06-29,"KE18319HL",2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"363","Kisumu","Household",2021-06-29,"KE18319HL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"364","Kisumu","Household",2021-06-29,"KE19331HL",2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"365","Kisumu","Household",2021-06-29,"KE19331HL",2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"366","Kisumu","Household",2021-06-30,"KF21234HL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"367","Kisumu","Household",2021-06-30,"KF21234HL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"368","Kisumu","Household",2021-06-30,"KF24367HL",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"369","Kisumu","Household",2021-06-30,"KF24367HL",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"370","Kisumu","Household",2021-06-30,"KF24367HL",3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"371","Kisumu","Household",2021-07-06,"KG27421HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"372","Kisumu","Household",2021-07-07,"KH29479HL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"373","Kisumu","Household",2021-07-07,"KH29479HL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"374","Kisumu","Household",2021-07-07,"KH32449HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"375","Kisumu","Household",2021-07-13,"KA01045HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"376","Kisumu","Household",2021-07-13,"KA02046HL",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"377","Kisumu","Household",2021-07-13,"KA03039HL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"378","Kisumu","Household",2021-07-13,"KA03039HL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"379","Kisumu","Household",2021-07-14,"KB05079HL",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"380","Kisumu","Household",2021-07-14,"KB05079HL",3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"381","Kisumu","Household",2021-07-14,"KB05079HL",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"382","Kisumu","Household",2021-07-14,"KB06128HL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"383","Kisumu","Household",2021-07-14,"KB06128HL",2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"384","Kisumu","Household",2021-07-20,"KC13168HL",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"385","Kisumu","Household",2021-07-20,"KC15196HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"386","Kisumu","Household",2021-07-21,"KD12243HL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"387","Kisumu","Household",2021-07-21,"KD12243HL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"388","Kisumu","Household",2021-07-27,"KE19331HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"389","Kisumu","Household",2021-07-28,"KF21234HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"390","Kisumu","Household",2021-07-28,"KF23356HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"391","Kisumu","Household",2021-07-28,"KF24367HL",2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"392","Kisumu","Household",2021-07-28,"KF24367HL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"393","Kisumu","Household",2021-08-03,"KG26386HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"394","Kisumu","Household",2021-08-03,"KG27421HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"395","Kisumu","Household",2021-08-03,"KG28400HL",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"396","Kisumu","Household",2021-08-04,"KH29479HL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"397","Kisumu","Household",2021-08-04,"KH29479HL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"398","Kisumu","Household",2021-08-04,"KH32449HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"399","Kisumu","Household",2021-08-10,"KA01045HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400","Kisumu","Household",2021-08-10,"KA02046HL",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"401","Kisumu","Household",2021-08-10,"KA03039HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"402","Kisumu","Household",2021-08-11,"KB05079HL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"403","Kisumu","Household",2021-08-11,"KB05079HL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"404","Kisumu","Household",2021-08-17,"KC13645HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"405","Kisumu","Household",2021-08-17,"KC15196HL",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"406","Kisumu","Household",2021-08-18,"KD11227HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"407","Kisumu","Household",2021-08-18,"KD12243HL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"408","Kisumu","Household",2021-08-18,"KD12243HL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"409","Kisumu","Household",2021-08-24,"KE18319HL",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"410","Kisumu","Household",2021-08-24,"KE19331HL",2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"411","Kisumu","Household",2021-08-24,"KE19331HL",2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"412","Kisumu","Household",2021-08-25,"KF23356HL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"413","Kisumu","Household",2021-08-25,"KF23356HL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"414","Kisumu","Household",2021-08-25,"KF24367HL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"415","Kisumu","Household",2021-08-25,"KF24367HL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"416","Kisumu","Household",2021-09-07,"KG27421HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"417","Kisumu","Household",2021-09-07,"KG28400HL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"418","Kisumu","Household",2021-09-07,"KG28400HL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"419","Kisumu","Household",2021-09-08,"KH29479HL",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"420","Kisumu","Household",2021-09-08,"KH32449HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"421","Kisumu","Household",2021-09-14,"KA01045HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"422","Kisumu","Household",2021-09-14,"KA02046HL",2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"423","Kisumu","Household",2021-09-14,"KA02046HL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"424","Kisumu","Household",2021-09-14,"KA03039HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"425","Kisumu","Household",2021-09-15,"KB05079HL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"426","Kisumu","Household",2021-09-15,"KB05079HL",2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"427","Kisumu","Household",2021-09-21,"KC13168HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"428","Kisumu","Household",2021-09-21,"KC15196HL",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"429","Kisumu","Household",2021-09-22,"KD11227HL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"430","Kisumu","Household",2021-09-22,"KD11227HL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"431","Kisumu","Household",2021-09-22,"KD12243HL",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"432","Kisumu","Household",2021-09-22,"KD12243HL",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"433","Kisumu","Household",2021-09-22,"KD12243HL",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"434","Kisumu","Household",2021-09-28,"KE17301HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"435","Kisumu","Household",2021-09-28,"KE18319HL",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"436","Kisumu","Household",2021-09-28,"KE19331HL",3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"437","Kisumu","Household",2021-09-28,"KE19331HL",3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"438","Kisumu","Household",2021-09-28,"KE19331HL",3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"439","Kisumu","Household",2021-09-29,"KF24367HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"440","Kisumu","Household",2021-10-05,"KG25398HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"441","Kisumu","Household",2021-10-05,"KG26386HL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"442","Kisumu","Household",2021-10-05,"KG26386HL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"443","Kisumu","Household",2021-10-05,"KG27421HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"444","Kisumu","Household",2021-10-05,"KG28400HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"445","Kisumu","Household",2021-10-06,"KH29479HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"446","Kisumu","Household",2021-10-06,"KH32449HL",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"447","Kisumu","Household",2021-10-12,"KA01045HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"448","Kisumu","Household",2021-10-12,"KA03039HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"449","Kisumu","Household",2021-10-13,"KB05079HL",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"450","Kisumu","Household",2021-10-13,"KB07624HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"451","Kisumu","Household",2021-10-19,"KC13168HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"452","Kisumu","Household",2021-10-19,"KC15196HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"453","Kisumu","Household",2021-10-20,"KD12243HL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"454","Kisumu","Household",2021-10-20,"KD12243HL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"455","Kisumu","Household",2021-10-26,"KE17301HL",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"456","Kisumu","Household",2021-10-27,"KF21234HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"457","Kisumu","Household",2021-10-27,"KF23356HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"458","Kisumu","Household",2021-10-27,"KF24367HL",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"459","Kisumu","Household",2021-10-27,"KF24367HL",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"460","Kisumu","Household",2021-10-27,"KF24367HL",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"461","Kisumu","Household",2021-11-02,"KG25398HL",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"462","Kisumu","Household",2021-11-02,"KG26386HL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"463","Kisumu","Household",2021-11-02,"KG26386HL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"464","Kisumu","Household",2021-11-02,"KG27421HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"465","Kisumu","Household",2021-11-02,"KG28400HL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"466","Kisumu","Household",2021-11-02,"KG28400HL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"467","Kisumu","Household",2021-11-03,"KH29479HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"468","Kisumu","Household",2021-11-03,"KH32449HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"469","Kisumu","Household",2021-11-09,"KA01045HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"470","Kisumu","Household",2021-11-09,"KA02046HL",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"471","Kisumu","Household",2021-11-09,"KA03039HL",4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"472","Kisumu","Household",2021-11-09,"KA03039HL",4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"473","Kisumu","Household",2021-11-09,"KA03039HL",4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"474","Kisumu","Household",2021-11-09,"KA03039HL",4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"475","Kisumu","Household",2021-11-10,"KB05079HL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"476","Kisumu","Household",2021-11-10,"KB05079HL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"477","Kisumu","Household",2021-11-16,"KC13168HL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"478","Kisumu","Household",2021-11-16,"KC13168HL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"479","Kisumu","Household",2021-11-16,"KC15196HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"480","Kisumu","Household",2021-11-17,"KD12243HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"481","Kisumu","Household",2021-11-23,"KE19331HL",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"482","Kisumu","Household",2021-11-23,"KE20288HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"483","Kisumu","Household",2021-11-24,"KF21234HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484","Kisumu","Household",2021-11-24,"KF24367HL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"485","Kisumu","Household",2021-11-24,"KF24367HL",2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"486","Kisumu","Household",2021-11-30,"KG25398HL",2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"487","Kisumu","Household",2021-11-30,"KG25398HL",2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"488","Kisumu","Household",2021-11-30,"KG26386HL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"489","Kisumu","Household",2021-11-30,"KG26386HL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"490","Kisumu","Household",2021-11-30,"KG27421HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"491","Kisumu","Household",2021-12-02,"KH29479HL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"492","Kisumu","Household",2021-12-02,"KH29479HL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"493","Kisumu","Household",2021-12-02,"KH30433HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"494","Kisumu","Household",2021-12-02,"KH32449HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"495","Kisumu","Household",2021-12-07,"KA01045HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"496","Kisumu","Household",2021-12-07,"KA02046HL",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"497","Kisumu","Household",2021-12-07,"KA03039HL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"498","Kisumu","Household",2021-12-08,"KB05079HL",0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
